Unique_ID,Product_URL,Product_Title,Brand,Model,Specifications,No_of_Ratings,No_of_Reviews,Overall_Rating,Average_Rating,Review_Titles,Review_Texts
7,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj321ws-thin-light-laptop/product-reviews/itmbe5bbf6a5168b?pid=COMGT2ZXC24MFNFA&lid=LSTCOMGT2ZXC24MFNFAH8MFND&marketplace=FLIPKART,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ321WS Thin and Light Laptop Reviews",ASUS,"Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U",8 GB/512 GB SSD/Windows 11 Home,10704,835,4.3,4.6,terrific purchase good choice worth the money awesome awesome i get only 25k in bbd sale awesome  fair excellent excellent simply awesome,some people complaining display poor using continuously hours i surely say display quite good the viewing angles might great butthe quality panel good the performance also good enough casual users students in end safe say well balanced laptop worth get select first laptop soon let know performance value for money productprosgood designfingerprintfull size keyboardi th generation performance top notchssd speed greatconsbelow average display viewing angles badsound not too much loud speakers bottom firingno backlitbattery backup averageoverall all rounder packagesatisfied display marki physical cores better i generationlight weightsound good according price laptopfinger print degree screen rotationoverall best purchase business purposes gaming i got with bbd sale k also hdfc credit card sale only kexcellent priceyou buy productkeyboard display battery gen i prosgreat experience the design laptop another level premiumnessbuild quality awesomeperformance super fastbattery backup goodspeakers decent sound quality loud goodfingerprint works excellentdisplay averageoverall good pakage students office worksvalue money backlit keyboard mentioned gb ram variant backlit given laptop good performance i bought laptop bbd sale k including bank discount overall product goodi bought product study purpose battery quite decent i charge laptop one time whole day i cant believe i got good laptop low price
7,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj321ws-thin-light-laptop/product-reviews/itmbe5bbf6a5168b?pid=COMGT2ZXC24MFNFA&lid=LSTCOMGT2ZXC24MFNFAH8MFND&marketplace=FLIPKART&page=4,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ321WS Thin and Light Laptop Reviews",ASUS,"Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U",8 GB/512 GB SSD/Windows 11 Home,10704,835,4.3,4.4,pretty good valueformoney just okay excellent best in the market best in the market awesome best in the market decent product fabulous,overall good productyou go value money nice worst speakers excellent this laptop really awesomevalue money overall good laptop daily office uses and performance also good go after using week i writing review i th gen good normal working battery backup around hours according use value money just fabulous price range poor display quality this i processor gb ssdgb ramvery good productvalue moneyi buying bbd sale
48,https://www.flipkart.com/hp-omen-amd-ryzen-7-octa-core-7840hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-16-xd0015ax-gaming-laptop/product-reviews/itmabad31c69922e?pid=COMH28U4QR7GUZHM&lid=LSTCOMH28U4QR7GUZHMKTPBNH&marketplace=FLIPKART,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 16-xd0015AX Gaming Laptop Reviews,HP,Omen AMD Ryzen 7 Octa Core 7840HS,16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050,195,22,4.5,4.8,terrific purchase worth every penny really nice awesome best in the market excellent worth the money brilliant highly recommended worth every penny,this beast price segment literally ive tested device harshly beyond expectations go you cant find laptop giving specs price segments bcoz i also searched alot last decided take beast the beast dont think twice design good display good times lags resonding takes time command absolutely go what formal look gives overall excellent performance and omen driver doubt osm i got k beast budget go doubt good product must buy nothing noticable problem foundjust doubts screen colour gamut compared helios neo one clarify will helpful otherwise every department good i using lenovo legion series intel i th gen gb gtx gpu coming laptop one massive upgrade it comes licence microsoft office easily handle daily tasks average battery backup close hours average temperature degrees for resources intensive processes like video editing graphic designing gaming use gpu rtx performs really well i played two games nice productworth money battery life good i giving start flipkart service besocuse order laptop rd october delivered th octoberms office includingmcafee antivirus year validityoverall good productgame play smoothly the inch ips nits britness display looks sooo pretty it supports hdr contents the laptop smooth gaming omen design improved price level new generation guys rest hp belief im happy awesome
48,https://www.flipkart.com/hp-omen-amd-ryzen-7-octa-core-7840hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-16-xd0015ax-gaming-laptop/product-reviews/itmabad31c69922e?pid=COMH28U4QR7GUZHM&lid=LSTCOMH28U4QR7GUZHMKTPBNH&marketplace=FLIPKART&page=2,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 16-xd0015AX Gaming Laptop Reviews,HP,Omen AMD Ryzen 7 Octa Core 7840HS,16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050,195,22,4.5,4.2,delightful wonderful must buy simply awesome decent product fabulous fair valueformoney classy product useless product,good battery power would habe better everyone buy nice thank you flipkart best offersjust go never regret nnnnnnnniiiiiiiicccccccceeeeeeeeeeeeeeeeee warranty started already months before ssd good quality used gen slower like gen wd company samsung scratch laptop body fan issue fans control doesnt work sometimes touchpad stopped working days bios update fixed issuebattery backup worstin tasks like d animation scene multiple characters lag gb bottleneckits heavy with big charger brick iron cloths superheated wh good product though i getting high temperatures gta maybe environment issue i also getting decent temps places definitely buy ur budget k at price i purchased would valuable everything great low brightness good product value money it often gets overheated stopped working
50,https://www.flipkart.com/hp-victus-15-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa1327tx-gaming-laptop/product-reviews/itmb08f154f265d7?pid=COMHY8KVZ73Y9PPY&lid=LSTCOMHY8KVZ73Y9PPYGBSHGI&marketplace=FLIPKART,HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) 15-fa1327TX Gaming Laptop Reviews,HP,Victus 15 Intel Core i5 13th Gen 13420H,16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050,1068,69,4.4,4.7,great product simply awesome mindblowing purchase very good must buy brilliant wonderful valueformoney excellent just wow,truly beast i bought i th gen h gb vram a must buy product price specs truly amazing overall experience also superp far everything good great performance personal work well gaming nice laptop speaker sound lowperformance gooddisplay gooddesign greatbest laptop multitasking gaming very good performances multitasking very good performance cooling laptop extraordinarily sound little loud clear no issues faced gaming in case quality hp always trustworthy nice productvalue moneybest student gaming also i play video k due phone camera quality good video display dont judge also listen speaker volumei bought laptop k rate laptop awesome excellent product good laptop great performance simply opt it
50,https://www.flipkart.com/hp-victus-15-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa1327tx-gaming-laptop/product-reviews/itmb08f154f265d7?pid=COMHY8KVZ73Y9PPY&lid=LSTCOMHY8KVZ73Y9PPYGBSHGI&marketplace=FLIPKART&page=7,HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) 15-fa1327TX Gaming Laptop Reviews,HP,Victus 15 Intel Core i5 13th Gen 13420H,16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050,1068,69,4.4,4.2,worth the money very good classy product dont waste your money unsatisfactory waste of money worthless i hated this delightful pretty good worthless worthless,superb product good excelle worst product worst productvideo display goodsound also goodnot satisfied productvery much disappointedwaste moneyi hated productworst experience value mone good my laptop hanged problem issue bad product poor performance
29,https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-plus-laptop/product-reviews/itm1a0b8c551a8e1?pid=COMGVGD39MWGVFXH&lid=LSTCOMGVGD39MWGVFXH7GJDZ8&marketplace=FLIPKART,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop Reviews,CHUWI,Intel Celeron Quad Core 12th Gen N100,8 GB/256 GB SSD/Windows 11 Home,305,48,4.1,4.4,really nice just wow fabulous must buy pretty good display terrific purchase terrific purchase could be way better valueformoney,for thinking performance intel n assured th gen processor performs par intel i gen laptop processors so i would say pretty goodday day tasks like browsing media consumption breeze i could also light photoshop illustrator thanks mhz ddr rambuild quality good although everything plastic expected price point no squeaking poorly aligned panelsone gripe i awesome display good sound quality good product i web development can run visual studio vs code not recommended android development the products nice build quality better price light weight one need go laptop perfect students cant afford laptop well known brands i used till days disappointment i faced i felt battery backup could i see due low performance processer i got typically hr battery backup study related perpuse this heavy user even casual gammersit play retro ps games overall good value money package thank good day display build quality good pixels soo good see k video without frame drops overall laptop good budget people performance good day day malti tasking using good battery backup normalvalue for money nice product battery drainingwe get hour fully charged all lapto working wonderful workbut one thing i disappointed sound quality average otherwise wonderful product i like
29,https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-plus-laptop/product-reviews/itm1a0b8c551a8e1?pid=COMGVGD39MWGVFXH&lid=LSTCOMGVGD39MWGVFXH7GJDZ8&marketplace=FLIPKART&page=5,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop Reviews,CHUWI,Intel Celeron Quad Core 12th Gen N100,8 GB/256 GB SSD/Windows 11 Home,305,48,4.1,4.8,hated it very good did not meet expectations not recommended at all worth every penny terrific purchase brilliant highly recommended,its bad product please buy charging bad speaker put worstproduct i asking replacement product filp cart please please knowledge inbought product acha hai liken battery low lasting soung v tura sa pro this laptop money waste start laptop minutes heat laptop very poor product really total waste like plastic boxthing good itdont buy productas i suffering productshame u flipkartpoor service exported batter value money product good product very good product this value money smooth laptop like wow thank flipkart
32,https://www.flipkart.com/colorful-p15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-23-he55d16512a-w-ind-gaming-laptop/product-reviews/itmc8b8c723f21e7?pid=COMGZKFB9RUX32NA&lid=LSTCOMGZKFB9RUX32NAXFBCNN&marketplace=FLIPKART,Colorful P15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) P15 23-HE55D16512A-W-IND Gaming Laptop Reviews,Colorful,P15 Intel Core i5 12th Gen 12450H,16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050,129,24,4.1,4.8,awesome just wow perfect product mindblowing purchase very good fabulous super terrific nice product best in the market,everything perfect laptop display awesome bright colour accuratesome people complaining thermals theyre good tuff nitro series laptop outstandingcooling system build there requirementdisplay more rgb colourskeyboard feel rgb effects keyboardlooks it wonderful laptop experience till quite great havent issue dont know service availability design awesome everything works way really got value money still havent played heavy games max temp deg c max fan room temp degree played counter strike gave fps hybrid model good productjustifies price good till review after months great design looksamazing performance budgetbattery could bettergreat budget choicesoftware enjoy refinement nice laptop gaming graphics design value money writing days use value money pros decent gaming laptop mid rangecons battery heating use cooling pad best experience best product problem battery drain fastbut ignore best budget laptop buy sale i got one k range laptop doesnt provide much specifications
32,https://www.flipkart.com/colorful-p15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-23-he55d16512a-w-ind-gaming-laptop/product-reviews/itmc8b8c723f21e7?pid=COMGZKFB9RUX32NA&lid=LSTCOMGZKFB9RUX32NAXFBCNN&marketplace=FLIPKART&page=3,Colorful P15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) P15 23-HE55D16512A-W-IND Gaming Laptop Reviews,Colorful,P15 Intel Core i5 12th Gen 12450H,16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050,129,24,4.1,4.0,simply awesome decent product useless product terrible product,this machine pure beastvalue money deal display performance best battery bit disappointing gaming laptop everything amazing everything laptop great performance graphics ideal mid range gammers poor build quality go itvalue moneylaptop dilevery experience worst got delayed delayed
69,https://www.flipkart.com/msi-katana-a15-ai-amd-ryzen-7-octa-core-8845hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-b8ve-418in-gaming-laptop/product-reviews/itmbeb700320ffee?pid=COMGXMSXXJHW9RFJ&lid=LSTCOMGXMSXXJHW9RFJZMD4HY&marketplace=FLIPKART,MSI Katana A15 AI AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/144 Hz) Katana A15 AI B8VE-418IN Gaming Laptop Reviews,MSI,Katana A15 AI AMD Ryzen 7 Octa Core 8845HS,16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/144 Hz,46,5,4.3,5.0,classy product excelent classy product terrific did not meet expectations,beast like performanceno thermal issue good coolerdisplay quality goodbattery less usual gaming laptop hrs using battery saver increase run timegood rgb backlit keyboard also keys good qualitydesign goodmany customisation option worth money go one best purchases ive ever made battery life couldve better display first gamingproductive laptop loved cooling system also great copilot pc also efficient ai tasks one best rgb msi laptop surely gonna buy msi stuff future if looking budget gaming laptopjust go excellent editing reply even month working dead i havent even started real work
15,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/product-reviews/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART,Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Light Laptop Reviews,Acer,Aspire 3 Intel Celeron Dual Core N4500,8 GB/512 GB SSD/Windows 11 Home,1783,149,3.9,4.4,worth every penny valueformoney good choice excellent excellent good quality product terrific classy product very good decent product,nice laptop good looking value money basic things good im writing review one week usage design build quality good looks wise awesome performance wise little bit slow compared cost goodthe main flaw charger quality poor watt takes nearly get charging full full charge use upto hours comparing new laptops average battery capacitycamera quality poor another flawfinally worth itfor student purpose enough the product well satisfied wonderful performance awesome laptop basic tasks complete rounder very good product this twocore processor core runs ghz two cores fine ghz extremely slow and feel right away even want type something try change volume playing media so performance suffers badly do expect play d games it also suffers badly d games able play nonfancy d games playable frame ratesthe sound loud enough though i explored much very good laptop light thin size similar macbook looks great good battery heat high using minutes
15,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/product-reviews/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART&page=10,Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Light Laptop Reviews,Acer,Aspire 3 Intel Celeron Dual Core N4500,8 GB/512 GB SSD/Windows 11 Home,1783,149,3.9,4.3,not recommended at all nice very good not recommended at all worst experience ever valueformoney highly recommended pretty good best in the market excellent,hanging issuesspeakers make noise manufacturing defects good its good option phone hotspot performance bad battery poor condition good product over k awesome good good pro looking decent perfect
74,https://www.flipkart.com/thomson-intel-celeron-dual-core-n4020-4-gb-128-gb-ssd-windows-11-home-in-n15v2c-thin-light-laptop/product-reviews/itm877c9982f92bc?pid=COMHY9GHJSBGUGNW&lid=LSTCOMHY9GHJSBGUGNWAANV1K&marketplace=FLIPKART,Thomson Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) IN-N15V2C Thin and Light Laptop Reviews,Thomson,Intel Celeron Dual Core N4020,4 GB/128 GB SSD/Windows 11 Home,26,5,3.3,4.0,good choice really nice good quality product did not meet expectations worst experience ever,processor performance slowdisplay quality goodbattery back also goodkeyboard good type email word etcspeaker average okay small roombuild quality also goodthin light laptop suits casual users less works laptop suitable display nice price economic office work well laptop looking good customer care number available service availablethomson please start customer care support immediately best image brand bad performance very bad product never buy
