Unique_ID,Product_URL,Product_Title,Brand,Model,Specifications,WiFi_Type,Colour,No_of_Ratings,No_of_Reviews,Overall_Rating,Average_Rating,Review_Titles,Review_Texts
17,https://www.flipkart.com/infinix-xpad-lte-8-gb-ram-256-rom-11-0-inch-4g-tablet-titan-gold/product-reviews/itm5835f0015de39?pid=TABH4FPGQ6GQDNYY&lid=LSTTABH4FPGQ6GQDNYYUBD2IP&marketplace=FLIPKART,Infinix XPAD LTE 8 GB RAM 256 GB ROM 11.0 inch with 4G Tablet (Titan Gold) Reviews,Infinix,XPAD LTE,8 GB RAM 256 GB ROM 11.0 inch,4G Tablet,Titan Gold,1034,132,4.4,4.8,classy product worth every penny wonderful excellent does the job excellent must buy excellent simply awesome terrific purchase,prossolid build qualityvery good displaystock android hz display vsmoothbest budgetcomes headphone jack charger plus pointthe front camera impressive budget tabletscreen bezels decentconsfeels little bit choppy small ram entry processortablet support watt fast charging considered fast charger the battery size bit smaller size in screen its the tablet meets expectations it absolutely great tablet pricing moreover supports g sim keeps connected non wifi zonewill suggest definitely go itone suggestion infinix flipkart please come flip cover tablet couldnt find moment online platform tablet goodfirst processorbattery life good i using infinix phones yearsi love muchi request updating software iesettings app also come split screen no back cover case available sale online far despite month launch its strange infinix made effort make one available carrying inch without case convenient back cover available market first feel take hand premium built qualityvery smooth os minimum pre installed appsimpressed processor displayalthough battery backup bit concern youre handling big screen using hz drain battery superfast hours screen time expectoverall very satisfied price point will update review using week value for money tablet amazing performance tablet i never except type gaming price segmentat last i want say if budget low definitely go tab wao what tab everything great tab specially speakers full surround effect go gb ram guys performance top notch price segment very good android value money camera epic front camera flashlight very good product like product
17,https://www.flipkart.com/infinix-xpad-lte-8-gb-ram-256-rom-11-0-inch-4g-tablet-titan-gold/product-reviews/itm5835f0015de39?pid=TABH4FPGQ6GQDNYY&lid=LSTTABH4FPGQ6GQDNYYUBD2IP&marketplace=FLIPKART&page=10,Infinix XPAD LTE 8 GB RAM 256 GB ROM 11.0 inch with 4G Tablet (Titan Gold) Reviews,Infinix,XPAD LTE,8 GB RAM 256 GB ROM 11.0 inch,4G Tablet,Titan Gold,1034,132,4.4,4.8,wonderful perfect product wonderful classy product excellent best in the market good choice perfect product classy product must buy,nice best performance tablet price range capable fullfill lots online works perfect students nice tab all good looking goodquality also good good too gooddddddd to buy at this price good quality tablettq infinix worth every penny worth buy realme mi pads
24,https://www.flipkart.com/lenovo-tab-m11-lte-pen-4-gb-ram-128-rom-11-0-inch-4g-tablet-seafoam-green/product-reviews/itm3e9b312a38d98?pid=TABH2AGTJPD39KGB&lid=LSTTABH2AGTJPD39KGB0RHGAP&marketplace=FLIPKART,Lenovo Tab M11 LTE with Pen 4 GB RAM 128 GB ROM 11.0 inch with 4G Tablet (Seafoam Green) Reviews,Lenovo,Tab M11 LTE with Pen,4 GB RAM 128 GB ROM 11.0 inch,4G Tablet,Seafoam Green,352,34,4.4,4.4,good output but not made for students highly recommended fair mindblowing purchase simply awesome could be way better good quality product valueformoney worth every penny perfect product,overall tablet good performance good camera descent fit students rely notes lenovos notepad third party app nebo good those rely notes go sumsung excellent worth varma worthuuuif u r looking tab stylus pen best deal its ok battery backup bad need charge frequently this value money product works good pen also working well want pen budget go lenovo great dont buy product genuine suggestion using weekperformance low also jitter timescreen quality averagebattery averagecharging very slowsound goodmost important thing find case pen holder you carry pen seperately best product price this best battery hr run this first tab pen quite excellent price nice working i like tablet
24,https://www.flipkart.com/lenovo-tab-m11-lte-pen-4-gb-ram-128-rom-11-0-inch-4g-tablet-seafoam-green/product-reviews/itm3e9b312a38d98?pid=TABH2AGTJPD39KGB&lid=LSTTABH2AGTJPD39KGB0RHGAP&marketplace=FLIPKART&page=4,Lenovo Tab M11 LTE with Pen 4 GB RAM 128 GB ROM 11.0 inch with 4G Tablet (Seafoam Green) Reviews,Lenovo,Tab M11 LTE with Pen,4 GB RAM 128 GB ROM 11.0 inch,4G Tablet,Seafoam Green,352,34,4.4,3.0,nice slightly disappointed terrible product absolute rubbish,not value moneyhangs lot considering gb ram i saw reviews online buying i thought would sufficient use but i soon disappointedi use nebo app note taking crashes lot processor cant handle simple tasks the battery backup also badthe reason i bought pen tab one offering stylus k note taking experience good i took month regret buying tab worst product poor performance poor battery backupand easy option return itmy biggest mistake purchase battery issue
6,https://www.flipkart.com/apple-ipad-10th-gen-64-gb-rom-10-9-inch-wi-fi-only-blue/product-reviews/itm5d7707aeb1a78?pid=TABGJ6XUUNYTFDYH&lid=LSTTABGJ6XUUNYTFDYHVYBX7S&marketplace=FLIPKART,Apple iPad (10th Gen) 64 GB ROM 10.9 inch with Wi-Fi Only (Blue) Reviews,Apple,10th Gen,64 GB ROM 10.9 inch with,Wi-Fi Only,Blue,13382,661,4.6,5.0,super terrific simply awesome must buy super classy product awesome super great product awesome,i using ipad months i bought one niece threw tantrums saw ipad in experience using ipad first time one fast iphone clicked decent document pictures able play heavy mobile games like genshin impact never dying batteryand nice big display what else want if student want make notes go best advantage third party pencils k work perfectly personally i using esr pencil great giving great results if worring display gap theres need afraid agonised you use ipad u get adapted problem occurs so go without hesitation thats really study material good just wow ipad awesome nice display smoother experience sound quality also good camera good loved tab yellow golden dont know looks good love ipad stylus pen buy seperately thank giving awesome product
6,https://www.flipkart.com/apple-ipad-10th-gen-64-gb-rom-10-9-inch-wi-fi-only-blue/product-reviews/itm5d7707aeb1a78?pid=TABGJ6XUUNYTFDYH&lid=LSTTABGJ6XUUNYTFDYHVYBX7S&marketplace=FLIPKART&page=10,Apple iPad (10th Gen) 64 GB ROM 10.9 inch with Wi-Fi Only (Blue) Reviews,Apple,10th Gen,64 GB ROM 10.9 inch with,Wi-Fi Only,Blue,13382,661,4.6,5.0,classy product worth every penny just wow excellent just wow awesome super excellent mindblowing purchase awesome,excellent this study and working also good thankyou flipkart very good product value money go everything upto mark go best students supports k fps streaming video recording screen quality crystal clear cant expect less apples liquid retina display no lag hang whatsoeverbattery backup also good they dont provide heavy battery like brands thats catch its battery management good last upto days moderate useand last whole day heavy usage without need charge most adorable product no display quality things good smooth experience multitasking notes making video streaming even tried games lag well value money getting nice product make discounts student id good product camera improve camera bad compared competitors like samsung oppo
46,https://www.flipkart.com/xiaomi-pad-6-8-gb-ram-256-rom-11-0-inch-wi-fi-only-tablet-graphite-grey/product-reviews/itmcd039f5791f5e?pid=TABGTTFKWJBJ6HFQ&lid=LSTTABGTTFKWJBJ6HFQP8TUMZ&marketplace=FLIPKART,Xiaomi Pad 6 8 GB RAM 256 GB ROM 11.0 inch with Wi-Fi Only Tablet (Graphite grey) Reviews,Xiaomi,Pad 6,8 GB RAM 256 GB ROM 11.0 inch,Wi-Fi Only,Graphite grey,13139,967,4.6,4.7,just wow mindblowing purchase nice product perfect product just wow good quality product delightful awesome classy product excellent,battery performance display overall good tab software also really good dont drop dont expect much camera go device good study stylus pen expensive nice display good performance i using last months smoothperformance topnotchbattery v gooddisplay best price rangefully loaded power sndragon recommend go it offers excellent features reasonable price its definitely great value money a worthy product love odisha good tab beginners nice product best tablet price range value money product drawback fingerprint given overall good deal bbd one of the best tab
46,https://www.flipkart.com/xiaomi-pad-6-8-gb-ram-256-rom-11-0-inch-wi-fi-only-tablet-graphite-grey/product-reviews/itmcd039f5791f5e?pid=TABGTTFKWJBJ6HFQ&lid=LSTTABGTTFKWJBJ6HFQP8TUMZ&marketplace=FLIPKART&page=10,Xiaomi Pad 6 8 GB RAM 256 GB ROM 11.0 inch with Wi-Fi Only Tablet (Graphite grey) Reviews,Xiaomi,Pad 6,8 GB RAM 256 GB ROM 11.0 inch,Wi-Fi Only,Graphite grey,13139,967,4.6,5.0,just wow simply awesome terrific purchase highly recommended excellent highly recommended brilliant classy product excellent perfect product,amazing super mind blowing value money product nice product reviewing tab month use i loved gaming ofcourse study also heating issue nothingjust value money product nice product this one finest tablets ive used the dolby atmos sound support simply awesomethe con camera acceptable price range i upgraded old ipad became unusable really good tablet great display smooth performancereally good value money i bought gb model i bought gb one gb ramit hanged couple times i read online due hyperos update but really big deal xiaomi really gives quality products bagundisuper value money display really good but i observed battery drainage xiaomi hyper os this bug needs fixed iam writing review months till iam facing issue onethe product quality nice full metal unibody sounds good display also good moreover i like performance provides price rangethe thing iam worried update policy
27,https://www.flipkart.com/oppo-pad-air-4-gb-ram-128-rom-10-36-inch-wi-fi-only-tablet-grey/product-reviews/itm04f80d975342a?pid=TABGFHSKF8CEQPEY&lid=LSTTABGFHSKF8CEQPEYMWD29A&marketplace=FLIPKART,OPPO Pad Air 4 GB RAM 128 GB ROM 10.36 inch with Wi-Fi Only Tablet (Grey) Reviews,OPPO,Pad Air,4 GB RAM 128 GB ROM 10.36 inch,Wi-Fi Only,Grey,10578,1002,4.4,4.8,very good sturdy and affordable valueformoney awesome awesome worth every penny excellent excellent best in the market mindblowing purchase terrific purchase,a powerful tab good looksused days hence review may changeprosandroid big wingood processorcan extend ram take appsgaming graphics goodamazing speaker systemno unwanted apps pre installedbattery works well hrs airplane mode usedall apps run smoothfor price range definitely looks goodfeels sturdy build quality wiseconsno mm jackbrightness could bettercamera good indoors lot featur in word excellent pad good performance but camera quality poor overall im fine good tablet amazing performance especially pw best online classes meetings best product price range thiz best students good good product just used day super fast display good lte wifi works fine good build review month beautiful tabletwith great performance nice screen batteryfront camera good decent meetings best multitasking featuresoverall value moneymaybe ill edit later using time display sound awesome
27,https://www.flipkart.com/oppo-pad-air-4-gb-ram-128-rom-10-36-inch-wi-fi-only-tablet-grey/product-reviews/itm04f80d975342a?pid=TABGFHSKF8CEQPEY&lid=LSTTABGFHSKF8CEQPEYMWD29A&marketplace=FLIPKART&page=10,OPPO Pad Air 4 GB RAM 128 GB ROM 10.36 inch with Wi-Fi Only Tablet (Grey) Reviews,OPPO,Pad Air,4 GB RAM 128 GB ROM 10.36 inch,Wi-Fi Only,Grey,10578,1002,4.4,4.0,good choice really nice good quality product good choice for the price point really nice nice product worth the money good choice nice product wonderful,just days review overall performance good lag working smoothill review month it would proper review great value money good immersive display dolby atmos quad speaker awesome design outstanding camera average battery backup fabulous clean ui one thing lacking g sim support required storage ram management quite good it good option day day work office work desktop browsing etc overall experience pretty good good product screen good k atleast study media consumption toolamazing displaynot compared ipad thoughsuper loud speaker good audio qualitynot heavy held one handdifficult covergood battery lifereally good ui might actually best part multiple floating windows split screen side bar regularly used appsthe problemsonly st gen stylus available stylus leads multiple glitches would stop working sometimes using stylus leads repeated nice product must buy value money everything good cam battery display etc i using oppo pad air last days doubt value money proposition concern battery in case battery lasting even one full day display nice quad speakers nice loud cameras average useful todays standard could better mm jack big miss moderate performance display quality good sometimes lag ram management also good im heavy user i bought fa study video purpose fa use enough decent sound charge lasting fa two days
43,https://www.flipkart.com/samsung-galaxy-tab-s9-fe-8-gb-ram-128-rom-12-4-inch-wi-fi-only-tablet-gray/product-reviews/itm4ec5aa00ec821?pid=TABGTDU7NPEPHYGF&lid=LSTTABGTDU7NPEPHYGFMQHHIA&marketplace=FLIPKART,SAMSUNG Galaxy Tab S9 FE+ 8 GB RAM 128 GB ROM 12.4 Inch with Wi-Fi Only Tablet (Gray) Reviews,SAMSUNG,Galaxy Tab S9 FE+,8 GB RAM 128 GB ROM 12.4 Inch,Wi-Fi Only,Gray,13743,653,4.6,4.7,super best in the market wonderful valueformoney perfect product really nice excellent wonderful wonderful just wow,bought tablet mainly drawing sketching krita app currently android supports krita app so i chose ipad upgradetab performance smooth lags although processor exynos well tuned handle tasks s pen wonderful it detects pressure tilt sufficiently par apple pencil the in display treat create uponsamsung gives months free subscription clip studio paint appon entertainment side dolb best mbbs students this tab really awesome ive purchased one saleits buit quality really awesome running smooth multitasking also great but times lagging if budget go blindly types tabits specially recommended students perfect tablet study multimedia superb superb go amazing get big tab good price less s plus tab average users s pen works battery smooth got sister cat classes really appreciated lot product good samsung give gorilla display protection nice surely go genuine product low price without offer thank flipkart very nice tablet one best table i thought buying oneplus tab believe far better oneplus tab performance smooth gaming display awesome and battery superb overall satisfied tabupon get years updates just got updates circle ai featuresvery happy producti bought around k but deals get k less
43,https://www.flipkart.com/samsung-galaxy-tab-s9-fe-8-gb-ram-128-rom-12-4-inch-wi-fi-only-tablet-gray/product-reviews/itm4ec5aa00ec821?pid=TABGTDU7NPEPHYGF&lid=LSTTABGTDU7NPEPHYGFMQHHIA&marketplace=FLIPKART&page=10,SAMSUNG Galaxy Tab S9 FE+ 8 GB RAM 128 GB ROM 12.4 Inch with Wi-Fi Only Tablet (Gray) Reviews,SAMSUNG,Galaxy Tab S9 FE+,8 GB RAM 128 GB ROM 12.4 Inch,Wi-Fi Only,Gray,13743,653,4.6,5.0,terrific fabulous just wow worth every penny fabulous brilliant classy product awesome simply awesome great product,excellent i bought mbbs studiesnote taking multitasking awesome i got price around k best tablet studies price range worth every penny very good producti love tabs pen likedont hesitate buy best product per price pencil also perfect very nice product value money good students great tablet get sub k comes spen box might huge deal good aluminum build quality product goodbut overpriced k the big screen im big fan good product very good product
21,https://www.flipkart.com/lenovo-tab-m10-fhd-3rd-gen-4-gb-ram-64-rom-10-1-inch-4g-tablet-storm-grey/product-reviews/itm2569111377e39?pid=TABGZEZPYSNJXFNM&lid=LSTTABGZEZPYSNJXFNMO3SFGY&marketplace=FLIPKART,Lenovo Tab M10 FHD 3rd Gen 4 GB RAM 64 GB ROM 10.1 inch with 4G Tablet (Storm Grey) Reviews,Lenovo,Tab M10 FHD 3rd Gen,4 GB RAM 64 GB ROM 10.1 inch,4G Tablet,Storm Grey,5547,305,4.2,4.7,fabulous best in the market best in the market awesome terrific perfect product does the job best in the market awesome really nice,trust good tab i satisfie laptopand battery backup depend screen brightens ur tab brightness run hour continueand output audio also good over tab really good good product complaint nice good product good product operate veyy smoothly best two day use excellent first impression good nice build quality bright clear display good battery life good performance no lag far camera average value money i update using time according price no complaints star product doubt nice product good product worth money
21,https://www.flipkart.com/lenovo-tab-m10-fhd-3rd-gen-4-gb-ram-64-rom-10-1-inch-4g-tablet-storm-grey/product-reviews/itm2569111377e39?pid=TABGZEZPYSNJXFNM&lid=LSTTABGZEZPYSNJXFNMO3SFGY&marketplace=FLIPKART&page=10,Lenovo Tab M10 FHD 3rd Gen 4 GB RAM 64 GB ROM 10.1 inch with 4G Tablet (Storm Grey) Reviews,Lenovo,Tab M10 FHD 3rd Gen,4 GB RAM 64 GB ROM 10.1 inch,4G Tablet,Storm Grey,5547,305,4.2,4.5,useless product must buy really nice terrific nice product just wow just okay simply awesome dont waste your money worth every penny,charging time much nice good one kids overall value money tablet overall good price the best good awesome thanks it suddenly stopped working mon very nice
49,https://www.flipkart.com/realme-pad-2-8-gb-ram-256-rom-11-5-inch-4g-tablet-inspiration-green/product-reviews/itmcf4c6380eafa4?pid=TABGRGWKPGVZZFSA&lid=LSTTABGRGWKPGVZZFSA78G8NO&marketplace=FLIPKART,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green) Reviews,realme,Pad 2,8 GB RAM 256 GB ROM 11.5 inch,4G Tablet,Inspiration Green,28891,2300,4.4,5.0,just wow but not for student awesome super wonderful terrific purchase brilliant brilliant great product excellent worth every penny,its month review productbattry chargingusing online class hours per day still remain charging percentbest battery chargingscreen quality also goodonly missing thing support realme penor everything okaywho wants buy normal purpose go buy student doesnt provide notes making solution realme pen student good todays era every student sh best trading stocks market awesome productcamera ok okbattery awesomescreen also goodoverall value moneyrecommended buy best trading traders go nice product realme always best realme pad quality amezing nice look im happy order best students medicos just awesome the best tab price range just go without confusion
49,https://www.flipkart.com/realme-pad-2-8-gb-ram-256-rom-11-5-inch-4g-tablet-inspiration-green/product-reviews/itmcf4c6380eafa4?pid=TABGRGWKPGVZZFSA&lid=LSTTABGRGWKPGVZZFSA78G8NO&marketplace=FLIPKART&page=10,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with 4G Tablet (Inspiration Green) Reviews,realme,Pad 2,8 GB RAM 256 GB ROM 11.5 inch,4G Tablet,Inspiration Green,28891,2300,4.4,4.0,worth the money good quality product very good really nice really nice really nice wonderful wonderful delightful worth the money,super realme tablet good much bloatware performance camera quality need improved good the product awesome battery backup good camera ok dont worry camera mobile photography display also good value money full satisfaction tab look like premium i love tablethank flipkart if u student go value money i tested tab hours value money product definitely check pros big display inch cm thin bezzelswifiggood processerit handle easily normal tasksgreat battery life hours backupfast charging watts supervoocgreat speakers dolby atmos certificationconno pen supportconsidering price perfect tablet con support pen use android stylus i bought sale price rs which makes killer deal budget tablet give yo good realme teb kg wifi canctovity good super
