Unique_ID,Product_URL,Product_Title,Model,Colour,No_of_Ratings,No_of_Reviews,Overall_Rating,Average_Rating,Price,Storage_GB,Review_Titles,Review_Texts,Price_Category,Review_Word_Count,Price_Range,Review_Length,Review_Title_Sentiment,Sentiment_Label,Review_Sentiment,Sentiment_Num,Sentiment_Code,Model_Code,Color_Code
23,https://www.flipkart.com/motorola-g45-5g-brilliant-blue-128-gb/product-reviews/itm1decbdd265f94?pid=MOBH3YKQT2HEAPAM&lid=LSTMOBH3YKQT2HEAPAMTX4TTX&marketplace=FLIPKART,"Motorola g45 5G (Brilliant Blue, 128 GB) Reviews",Motorola g45 5G,Brilliant Blue,97404.0,4967.0,4.4,4.9,12999.0,128,pretty good worth every penny super highly recommended must buy terrific purchase awesome wonderful classy product fabulous,outstanding phone price segment design good vegan leather finish instead glass back buttery smooth lag free available ram around gb gb good regular user like connectivity awesome g bands but thing disappoints display p p camera good outdoor lighting conditions takes decent shots takes little bit time processing image battery last upto days best budget g phone worth my love liked best phone segment the camera also good heating issue good quality value money best phone chn best budget segment balanced performance expected moto products screen resolution could better pixel visible zooming picture also good content viewing in price go the moto g budgetfriendly phone offers great value price here key features pros consdesign displaythe moto g stylish design vegan leather back inch hd ips lcd display however display brightness could better ideal outdoor useperformancethe phone powered qualcomm snapdragon s gen processor comes gb ram gb storage it performs well everyday tas,10K-15K,152,10K-15K,152,Positive,2,Positive,1,1,18,7
23,https://www.flipkart.com/motorola-g45-5g-brilliant-blue-128-gb/product-reviews/itm1decbdd265f94?pid=MOBH3YKQT2HEAPAM&lid=LSTMOBH3YKQT2HEAPAMTX4TTX&marketplace=FLIPKART&page=10,"Motorola g45 5G (Brilliant Blue, 128 GB) Reviews",Motorola g45 5G,Brilliant Blue,97404.0,4967.0,4.4,4.0,12999.0,128,very good pretty good valueformoney good choice very good very good good quality product good choice nice product very good,good product price range good one moto low budget best choice good smartphone range good but heating problem good mobile price range camera performance better rest good good mobile galary file manger missing download google galary batteries come quality good mobile overall good nice vfm product price range importantly bloatware,10K-15K,50,10K-15K,50,Positive,2,Positive,1,1,18,7
22,https://www.flipkart.com/motorola-edge-50-fusion-marshmallow-blue-256-gb/product-reviews/itmf88eea5799a27?pid=MOBGXTYZBAS4VM8K&lid=LSTMOBGXTYZBAS4VM8KYYUZ0I&marketplace=FLIPKART,"Motorola Edge 50 Fusion (Marshmallow Blue, 256 GB) Reviews",Motorola Edge 50 Fusion,Marshmallow Blue,111047.0,7693.0,4.5,4.9,24999.0,256,brilliant brilliant great product simply awesome mindblowing purchase terrific worth the money great product mindblowing purchase perfect product,exlent phoneexlent camexlent displayexlent batteryexlent build very nice phone moto edge fusion gbgb a sleek everyday powerhouse reviewyoure spot moto edge fusion gbgb compelling choice the gb ram paired snapdragon s gen processor fantastic combination especially price segment this translates impressive performance everyday tasks like browsing social media running productivity apps theres lag making joy use daily activitieslonglasting power caveatt good product camara good battery good amazing performance its quick review detailed review soonpros aesthetically decent device awesome display colors pretty fast sd ram waterproof light weight device supports fast charging adapter box thin device minimal bezels top bottom vegan leather back finish amazingand fragrance hits open box amazing cons i find edit review awesome phone all good except heating problem overall good in price segment best mobile price range produc good premium class budget ive motorola user past years a little disappointed battery life consumption fast device epic performance love camera performance,20K-30K,153,15K-25K,153,Positive,2,Positive,1,1,17,27
22,https://www.flipkart.com/motorola-edge-50-fusion-marshmallow-blue-256-gb/product-reviews/itmf88eea5799a27?pid=MOBGXTYZBAS4VM8K&lid=LSTMOBGXTYZBAS4VM8KYYUZ0I&marketplace=FLIPKART&page=10,"Motorola Edge 50 Fusion (Marshmallow Blue, 256 GB) Reviews",Motorola Edge 50 Fusion,Marshmallow Blue,111047.0,7693.0,4.5,4.6,24999.0,256,delightful awesome excellent great product best in the market delightful good quality product worth every penny nice product must buy,camera okphone good looking good performance very nice best performance motorola devicegood looks mobile phone camera bestai featuresbattery performance bestsound quality bestdisplay quality best quality this phone far best camera phone i ever used my last phone oneplus r camera good this phone excellent camera picture quality very good battery life hours normal usage the display awesome the build quality looks strong very light weight star everything highly recommendedi writing review month using phone the photo sample turned post processingthe phone seems like complete packagevery good display bit taller you wont get video aspect ratio time cant utilise much screen playing video but make useful daily task like typing get screen area appssound good not rating good but works fine budgetcamera nice i iphone photo post processing better awesome camera device device vy smooth displayi love product nice phonecamera quality awesomebut heating problem use camera excellent exllent phone starting review when open box i liked perfume smell the packaging good the display killer one looks like flagship phone camera quality amazing front camera also best the performance good if need gaming performance please choose mobile this performance also good excellent rounder phone very much value money its comeback motorola series mobiles everything,20K-30K,202,15K-25K,202,Positive,2,Positive,1,1,17,27
58,https://www.flipkart.com/vivo-t3-lite-5g-vibrant-green-128-gb/product-reviews/itm977c89a44d373?pid=MOBHFTYBA6V3RVZE&lid=LSTMOBHFTYBA6V3RVZEGQ7SZ8&marketplace=FLIPKART,"vivo T3 Lite 5G (Vibrant Green, 128 GB) Reviews",vivo T3 Lite 5G,Vibrant Green,77784.0,2764.0,4.4,4.4,10999.0,128,pretty good worth the money pretty good delightful mindblowing purchase good nice brilliant simply awesome highly recommended,good product problem hybrid sim slot so make sure either two sim card using sim memory card use at time battery good camera usual regular mp nice features love new lighting effects problem rear side camera flat body and others good very good product just good good this budget good performance i love phone battery goodand camera also nice mobile low price best quality this budget good performance this product good camera nice,10K-15K,73,10K-15K,73,Positive,2,Positive,1,1,46,52
58,https://www.flipkart.com/vivo-t3-lite-5g-vibrant-green-128-gb/product-reviews/itm977c89a44d373?pid=MOBHFTYBA6V3RVZE&lid=LSTMOBHFTYBA6V3RVZEGQ7SZ8&marketplace=FLIPKART&page=10,"vivo T3 Lite 5G (Vibrant Green, 128 GB) Reviews",vivo T3 Lite 5G,Vibrant Green,77784.0,2764.0,4.4,4.9,10999.0,128,very good awesome brilliant excellent excellent super wonderful best in the market best in the market wonderful,good product good good nice value money best phone kbattery vary gooddisplay excellent budget phone so good phone battery backup strong worth moneygood looking nice mobile super beautiful osm phone nice want charger adapter great phone battery charging could faster along wireless options,10K-15K,43,10K-15K,43,Positive,2,Positive,1,1,46,52
31,https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-128-gb/product-reviews/itm2cd5a4e659035?pid=MOBGZJ42KHUZZKMN&lid=LSTMOBGZJ42KHUZZKMN5AYAYO&marketplace=FLIPKART,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",OnePlus Nord CE 3 Lite 5G,Chromatic Gray,156681.0,8004.0,4.4,4.7,19999.0,128,simply awesome best in the market just wow simply awesome very good worth every penny worth the money wonderful best in the market delightful,camera quality excellent battery good performance good overall phone quality good i love camera gooddisplay everything good camera good battery backup good good product like camera chargeing speed degin this good product one plus camera sound good also battery life awesome good one plus ce lite what brilliant concept i loved super display quality best battery backup fast charging w superb performance very smoothly working pubg game and camera ok price totally love one plus phone thanks worth decent phone camera need software update,15K-20K,84,15K-25K,84,Positive,2,Positive,1,1,25,10
31,https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-128-gb/product-reviews/itm2cd5a4e659035?pid=MOBGZJ42KHUZZKMN&lid=LSTMOBGZJ42KHUZZKMN5AYAYO&marketplace=FLIPKART&page=10,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB) Reviews",OnePlus Nord CE 3 Lite 5G,Chromatic Gray,156681.0,8004.0,4.4,4.7,19999.0,128,fabulous great product fabulous must buy wonderful simply awesome decent product excellent highly recommended pretty good,storage good least full charge working almost days camera awesome good choice looking storage gb battery life smartphones super good productexcept camera clarity rest features excellent the oneplus nord ce lite impresses sleek design featuring stunning amoled display delivers vibrant colors sharp contrast its snapdragon processor ensures smooth multitasking gaming g connectivity futureproofs device faster data speeds the camera setup captures decent photos various lighting conditions although might struggle low light compared flagship devices with generous battery capacity warp charge technology good product price range camera quality good nice phonegood performancebut camera badsatifacty happy very nice mobilelooking good future back side may generate white spot using back coverbattery backup supercamera quality good masst phone accessories fast charging sweet camera nice phone good camera,15K-20K,123,15K-25K,123,Positive,2,Positive,1,1,25,10
60,https://www.flipkart.com/vivo-t3x-5g-crimson-bliss-128-gb/product-reviews/itm263ed44f56cd5?pid=MOBGZRNEPA4FFHCV&lid=LSTMOBGZRNEPA4FFHCVLCL5IA&marketplace=FLIPKART,"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",vivo T3x 5G,Crimson Bliss,130033.0,4971.0,4.5,4.7,13499.0,128,great product worth every penny just wow valueformoney good choice very good brilliant super great product brilliant,just like wow factor mobile really nice nice phone price point phone rounderit nice displaycamera also nice i added samplesperformance also nice lagui also goodbut doesnt k video recording mentionedyou blindly go phone nice phone nice but expected in price range camera better design colour awesome good display goodprocessor greatcamerafront badcameraback decentbattery impressive nice product like good mobilesuper portrait x camera battery capacity good perfect phone perfect price the phone good range overall,10K-15K,73,10K-15K,73,Positive,2,Positive,1,1,48,12
60,https://www.flipkart.com/vivo-t3x-5g-crimson-bliss-128-gb/product-reviews/itm263ed44f56cd5?pid=MOBGZRNEPA4FFHCV&lid=LSTMOBGZRNEPA4FFHCVLCL5IA&marketplace=FLIPKART&page=10,"vivo T3x 5G (Crimson Bliss, 128 GB) Reviews",vivo T3x 5G,Crimson Bliss,130033.0,4971.0,4.5,4.4,13499.0,128,wonderful just okay highly recommended worth the money highly recommended great product wonderful perfect product worth the money classy product,good quality price range overall budget smartphonesvivo phone good quality wise hardware software stable camera battery ok awesome phone camera battery display best phone price range compare cost best mobile phone little much large battery quality good just days donevalue money device phone goodcamera gooddisplay goodbattery excellentno heating issues camera quality good battery backup excellent display good performance excellent in days check phone very good product battery long backup goodspeed chargingcemera goodperformance also goodtotally comfortable use mobile,10K-15K,77,10K-15K,77,Positive,2,Positive,1,1,48,12
33,https://www.flipkart.com/poco-c61-ethereal-blue-64-gb/product-reviews/itmdb8902b0c9344?pid=MOBGYQ6BXH69VAJY&lid=LSTMOBGYQ6BXH69VAJYWCT1R1&marketplace=FLIPKART,"POCO C61 (Ethereal Blue, 64 GB) Reviews",POCO C61,Ethereal Blue,73670.0,3015.0,4.1,4.7,6499.0,64,pretty good nice product excellent terrific purchase worth every penny perfect product brilliant terrific pretty good great product,bit slow good budget phone better mobile parents nice mobile good good design phone low price awesome looks good product price range good quality super product display big hz refresh rate camera quality ok ok price acceptable battery good thoughoverall price range good very nice,5K-10K,45,5K-10K,45,Positive,2,Positive,1,1,27,16
33,https://www.flipkart.com/poco-c61-ethereal-blue-64-gb/product-reviews/itmdb8902b0c9344?pid=MOBGYQ6BXH69VAJY&lid=LSTMOBGYQ6BXH69VAJYWCT1R1&marketplace=FLIPKART&page=10,"POCO C61 (Ethereal Blue, 64 GB) Reviews",POCO C61,Ethereal Blue,73670.0,3015.0,4.1,4.0,6499.0,64,really nice valueformoney delightful worth the money nice product worth the money pretty good pretty good worth the money delightful,value money nice phonein money range everything good performance little slow good phonenice designsmart performance overall good parents camera clarity i loved phone much if someone searching phone good design performance display battery camera also buy affordable price nice product range looks heavybut display quality little better according price goodbut needed w charger back case missing boxthough mentioned flipmart app being mp camera mipoco joke poor quality mp cam better rate competitors range nice design,5K-10K,75,5K-10K,75,Positive,2,Positive,1,1,27,16
30,https://www.flipkart.com/oneplus-13r-5g-nebula-noir-256-gb/product-reviews/itmff6561809fab8?pid=MOBH8EWQ6GUDHGFK&lid=LSTMOBH8EWQ6GUDHGFKDMIYEA&marketplace=FLIPKART,"OnePlus 13R 5G (Nebula Noir, 256 GB) Reviews",OnePlus 13R 5G,Nebula Noir,115.0,11.0,4.6,4.8,39999.0,256,perfect product classy product mindblowing purchase terrific purchase very good awesome wonderful brilliant good quality product super,bought oneplus r today using last hours opinion pretty decent phone range camera photovideo quality superb use content creation well im also satisfied fast charging overall performance good good quality phone design performancecolour really good super h phone thanks flipkart ok good mobile superb delivery nice design gorgeous performance great fone great performance good battery lo feels smooth snappy hands the camera quite capable the cover box feels premium unlike silicone coversalthough absence usb sick best value money performance animations excellent,30K+,81,25K-40K,81,Positive,2,Positive,1,1,24,34
55,https://www.flipkart.com/realme-c61-marble-black-128-gb/product-reviews/itmd6ddbcefce040?pid=MOBHFRKRQMD36FZ5&lid=LSTMOBHFRKRQMD36FZ5ZLCIIC&marketplace=FLIPKART,"realme C61 (Marble Black, 128 GB) Reviews",realme C61,Marble Black,9263.0,283.0,4.4,4.4,8499.0,128,simply awesome mindblowing purchase just wow does the job super delightful must buy must buy does the job valueformoney,good look very nice product goodthank flipkart for best delivery find best device under this price review week used battery camra display ui perfomance charging minute feature wise not good not enough feature per android time load starting boot timing slow very slow bloating yes apps disable remove sound loud clear enough mic loudspeaker stereo sound suggestion if youre battery lover go itdisappointed i dont like g awesome thanks flipkart good phone battery backup good very good nice wass gifts father ok good,5K-10K,83,5K-10K,83,Positive,2,Positive,1,1,44,26
55,https://www.flipkart.com/realme-c61-marble-black-128-gb/product-reviews/itmd6ddbcefce040?pid=MOBHFRKRQMD36FZ5&lid=LSTMOBHFRKRQMD36FZ5ZLCIIC&marketplace=FLIPKART&page=10,"realme C61 (Marble Black, 128 GB) Reviews",realme C61,Marble Black,9263.0,283.0,4.4,4.8,8499.0,128,must buy terrific awesome great product just okay wonderful very poor very poor highly recommended fabulous,good only purchase mh battery best phone camera mp all good not bad good very bad phone slow awesome okay i,5K-10K,21,5K-10K,21,Positive,2,Positive,1,1,44,26
53,https://www.flipkart.com/tecno-spark-go-1-glittery-white-64-gb/product-reviews/itmc2adf9209b1fe?pid=MOBH5VVUXS3QFHHP&lid=LSTMOBH5VVUXS3QFHHP2IIGOX&marketplace=FLIPKART,"Tecno Spark Go 1 (Glittery White, 64 GB) Reviews",Tecno Spark Go 1,Glittery White,263.0,15.0,4.3,4.7,6999.0,64,must buy excellent worth the money excellent brilliant worth the money good quality product highly recommended mindblowing purchase worth every penny,phone design rich formal camera performance normal good sound quality nice sound dual speaker nicely hearing hearing just awesome budget nice mobile good phone power low storage nice look super performance best p best price look awesome no lag smoothly perform application good all ok very,5K-10K,46,5K-10K,46,Positive,2,Positive,1,1,42,19
53,https://www.flipkart.com/tecno-spark-go-1-glittery-white-64-gb/product-reviews/itmc2adf9209b1fe?pid=MOBH5VVUXS3QFHHP&lid=LSTMOBH5VVUXS3QFHHP2IIGOX&marketplace=FLIPKART&page=2,"Tecno Spark Go 1 (Glittery White, 64 GB) Reviews",Tecno Spark Go 1,Glittery White,263.0,15.0,4.3,4.4,6999.0,64,excellent decent product good choice terrific purchase wonderful,super mobaile very nice good quality according price good ok th very,5K-10K,12,5K-10K,12,Positive,2,Positive,1,1,42,19
20,https://www.flipkart.com/kechaoda-a26/product-reviews/itmfcvuscszh9sjb?pid=MOBFCVSRURZV2NFR&lid=LSTMOBFCVSRURZV2NFRHIERYX&marketplace=FLIPKART,Kechaoda A26 Reviews,Kechaoda,Unknown,25285.0,1478.0,4.0,4.7,1199.0,-1,worth the money pretty good mindblowing purchase best in the market terrific mindblowing purchase mindblowing purchase pretty good classy product perfect product,very small gud phone fm radio working properly cool cellphoneno issue mobile go u want cool mobile mini size it’s really good cute nice phone nice delivery service flipkartand ian satisfied product battery life hours talk time days standby nice phone cute good mobile girlfriend nice i love product i happy product good useful very nice mobile low price smile phone small think incredible good,0-5K,65,<5K,65,Positive,2,Positive,1,1,15,51
20,https://www.flipkart.com/kechaoda-a26/product-reviews/itmfcvuscszh9sjb?pid=MOBFCVSRURZV2NFR&lid=LSTMOBFCVSRURZV2NFRHIERYX&marketplace=FLIPKART&page=10,Kechaoda A26 Reviews,Kechaoda,Unknown,25285.0,1478.0,4.0,5.0,1199.0,-1,terrific purchase terrific purchase highly recommended great product highly recommended awesome brilliant simply awesome highly recommended best in the market,very nice product nice itemgood battery very nicevery good good best products good quality maintain super good good mobile phone good very nice product this si lovely antic pis dual neno sim seriously mind blowing mini mobile,0-5K,37,<5K,37,Positive,2,Positive,1,1,15,51
59,https://www.flipkart.com/vivo-t3-pro-5g-emerald-green-256-gb/product-reviews/itmcf52c1fcffbf3?pid=MOBH3XHRUQMKBEZX&lid=LSTMOBH3XHRUQMKBEZXUBLAII&marketplace=FLIPKART,"vivo T3 Pro 5G (Emerald Green, 256 GB) Reviews",vivo T3 Pro 5G,Emerald Green,42326.0,2911.0,4.5,5.0,17999.0,256,terrific purchase terrific purchase brilliant brilliant must buy wonderful awesome super terrific simply awesome,super camera quality value money just looking like woow masti like amazing performance and battery backup good camera performs well curve display feels premium nice design looking awesomecamera good battery performance k camera battery performance bgmi constant fps gameplay medium heating issue display overall charging fast speaker loud auto call record great g connection overall really worth in price range allrounder mobile vivobattery performanceselfie cameramain camera design n look awesome flash chargethank flipkart all good productthe picture quality camera good value money back camera quality good picture perfect mobile battery easily withstand days at price range display class overall best buy best best mobile blindly go itcamera x potrait capture dslr type imgbattery very impressed days backupcharging hardly takes min fully chargedisplay top notch amoled d curve displayspeaker best qualityperformance beastui if remove ads settings smooth clean ui awaiting bugslags funtouch os optimisedoverall good phone best market everything good,15K-20K,149,15K-25K,149,Positive,2,Positive,1,1,47,15
59,https://www.flipkart.com/vivo-t3-pro-5g-emerald-green-256-gb/product-reviews/itmcf52c1fcffbf3?pid=MOBH3XHRUQMKBEZX&lid=LSTMOBH3XHRUQMKBEZXUBLAII&marketplace=FLIPKART&page=10,"vivo T3 Pro 5G (Emerald Green, 256 GB) Reviews",vivo T3 Pro 5G,Emerald Green,42326.0,2911.0,4.5,4.6,17999.0,256,terrific purchase terrific purchase excellent really nice brilliant fabulous excellent worth the money worth the money terrific purchase,good product charging vary fastbattery life daysonline data entry fastnet speedprocessor multitasking good handel very impressed nice battery performance gooddisplay quality totally curve sound quality soo adorable camera performance sooo osmmmmm very good overall phone good camera size camera design improved good product just little bit battery drain camera awesome display good too much app pre installed disturbing disign look awesome everything awesome front camera average enjoyed operatingbattery backup outstanding impressive camera also decent design also captivating,15K-20K,77,15K-25K,77,Positive,2,Positive,1,1,47,15
